"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CBLI","Cleveland BioLabs, Inc.","2.0012","$21.99M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CSBK","Clifton Bancorp Inc.","14.96","$371.59M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","13.19","$505.96M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","8.8","$120.37M","2014","n/a","n/a","http://www.nasdaq.com/symbol/cmfn",
"CME","CME Group Inc.","92.32","$31.24B","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","17.59","$254.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CISG","CNinsure Inc.","7.78","$449.32M","2007","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/cisg",
"CNV","Cnova N.V.","3.37","$1.49B","2014","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cnv",
"CWAY","Coastway Bancorp, Inc.","12.17","$58.41M","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","11.95","$494.38M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COKE","Coca-Cola Bottling Co. Consolidated","164","$1.52B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"CDRB","Code Rebel Corporation","2.67","$37.06M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdrb",
"CDXS","Codexis, Inc.","3.22","$130.32M","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","21.43","$170.66M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","3.72","$22.92M","2005","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","38.98","$1.76B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CGNT","Cogentix Medical, Inc.","1.13","$29.35M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cgnt",
"CGNX","Cognex Corporation","40.24","$3.42B","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","57.54","$35.05B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"COHR","Coherent, Inc.","89.52","$2.17B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","18.65","$729.28M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","11.23","$298.59M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CLCT","Collectors Universe, Inc.","17.37","$154.56M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","17.05","$400.8M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","39.36","$1.47B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cigi",
"CBAN","Colony Bankcorp, Inc.","9.4","$79.33M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"CLCD","CoLucid Pharmaceuticals, Inc.","6.56","$100.2M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clcd",
"COLB","Columbia Banking System, Inc.","28.56","$1.65B","1992","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"COLM","Columbia Sportswear Company","58.48","$4.05B","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","15.58","$313.27M","1996","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CBMX","CombiMatrix Corporation","2.85","$2.43M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cbmx",
"CBMXW","CombiMatrix Corporation","1.335","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cbmxw",
"CMCSA","Comcast Corporation","60.89","$147.79B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CBSH","Commerce Bancshares, Inc.","46.12","$4.46B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","27.83","$2.55B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbshp",
"CUBN","Commerce Union Bancshares, Inc.","15.22","$114.87M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubn",
"CVGI","Commercial Vehicle Group, Inc.","2.15","$65.76M","2004","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","29.04","$5.57B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/comm",
"CSAL","Communications Sales & Leasing,Inc.","23.36","$3.52B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/csal",
"JCS","Communications Systems, Inc.","6.56","$57.47M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"ESXB","Community Bankers Trust Corporation.","5.09","$111.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esxb",
"CCFI","Community Choice Financial Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ccfi",
"CYHHZ","Community Health Systems, Inc.","0.0065","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyhhz",
"CTBI","Community Trust Bancorp, Inc.","35.7","$626.66M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","7.31","$59.62M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cwbc",
"COB","CommunityOne Bancorp","12.99","$315.55M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cob",
"CVLT","CommVault Systems, Inc.","42.39","$1.91B","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"CGEN","Compugen Ltd.","6.78","$342.88M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
